Rank,Resume Index,Resume Text
588,486,"SCHOOL LIBRARY MEDIA SPECIALIST
Professional Summary
My goal is to bring my unique set of skills and experiences from my professional background to the position of College and Career Coordinator, at
Broken Arrow Public Schools, which will allow me to provide an irreplaceable viewpoint and ensure every student receives the highest quality
instruction each day. Remarkably skilled in developing quality activities and presentations to promote career awareness coursework designed for
effective educat..."
589,849,"BUSINESS DEVELOPMENT EXECUTIVE
Summary
Accomplished sales professional with 20 years of business development and account management experience in both the private and public sector;
healthcare, education and government. Adept at managing intense demands of multiple existing customer accounts and cultivates strong customer
relationships.
Highlights
NegotiationÂ 
Financial Analysis
Detail OrientedÂ 
Strategic account development
Relationship selling
Teamwork
Accomplishments
Selected to the Staples..."
590,1466,"ENGINEERING INTERN
Summary
Candidate with 
a fifteen months experience in production supervising and manufacturing seeking opportunity in field of Quality, Supply Chain and
Manufacturing
Highlights
DMAIC, Failure Modes and Effective Analysis (FMEA), 
Kaizen, Lean Manufacturing , 5S, Value Stream Mapping, Root Cause Analysis,
PFMEA Quality tools: Statistical Process Control, Process Capability, ANOVA, Gage R & R Software: 
Programmable Logic controls (PLC),
Discrete Control system (DCS), 
Microso..."
591,976,"SUBSTITUTE PARA PROFESSIONAL
Summary
Â Professional with management experience and exceptional people skills. Versed in 
Relationship
 Â Management and Human Resource
Management. Desires a challenging role as an Administrator in a busy and productive environment.
Highlights
Operations management
Excel in process development and implementation
Reports generation and analysis
Training and development
Project management
Proficiency in Human Resource Management
Relationship management
File/records m..."
592,918,"CATEGORY BRAND MANAGER
Summary
A creative marketing professional with 20 years demonstrated experience in project management, marketing communications, sales support,
strategy, research, and product development. 
Multi-faceted background includes food manufacturing, consumer packaged goods (CPG), furniture
manufacturing and construction industry. 
An effective problem-solver with expertise in managing multiple projects that require both a creative and
analytical skill set. Category Management Da..."
593,1229,"MANAGEMENT CONSULTANT
Summary
Human capital manager and operations strategist who works with cross-functional teams to translate organizational values and objectives into
actions that drive impacts in local and cross-cultural contexts.
Highlights
Training and development
Personnel records maintenance
New hire orientation
Exceptional interpersonal skills
Innovative
Cross-Cultural Mediation expertise
Consensus building techniques
Process improvement strategies
Multi-site operations
Systems impleme..."
594,1500,"ENGINEERING TECHNICIAN II
Summary
My goal is to become associated with a company where I can utilize my skills and gain further experience while enhancing the company's
productivity and reputation.
Highlights
Excellent communication techniques
Engineering standards expert
Complex problem solver
Advanced critical thinking
Microsoft Excel, Project and Visio
Engineering operational functions
Multidisciplinary exposure
Project management
Advanced engineering knowledge
Troubleshooting specialist
Init..."
595,1722,"YOGA INSTRUCTOR
Summary
Creative, warm professional with exceptional people skills and a strong ability to build relationships.Â Dedicated supporter of team,Â driven to
accomplish team and individual goals.Â  Possess the qualities required for building a strong, satisfied employee base.
Highlights
Enthusiastic
Warm
Engaging
Problem solver
Accountable
Networking
Relationship building
Teaching and presentation
Negotiation
Love for community and what it has to offer
Education
Master in Teaching
 
2..."
596,1934,"REGIONAL HR DEPUTY MANAGER
Summary
Competent HR Generalist and seasoned recruiter with an extensive background in HR Operations functions across large corporates. Through my
progressive career, I have helped build HR operational efficiencies by meeting standards of excellence in end-to-end HR delivery
Highlights
PeopleSoft, Oracle, ATS Office Package: Expert proficiency in MS Word, MS Excel, MS PowerPoint, MS Outlook
Experience
Regional HR Deputy Manager
 
06/2010
 
to 
03/2014
 
Company Name
Jo..."
597,1529,"MECHANICAL ENGINEERING TUTOR
Summary
Driven and a self-motivated Mechanical Engineer with experience teaching Mechanical Engineering courses to undergraduate students. Seeking
opportunities to use those concepts in the field of Construction and Management.
Highlights
Microsoft Office (Word, Excel, Power Point, Outlook), AutoCad,
Experience
September 2014
 
to 
September 2015
Company Name
 
Mechanical Engineering Tutor
Subjects tutored- Mechanics, Probability and Statistics, MATLAB, Operations Re..."
598,52,"BILLING ACCOUNTANT
Summary
Detail-oriented billing professional with 11+ years experience applying exceptional customer service and resolving complex billing issues.
Highlights
Self-starter
Problem resolution
Deadline-oriented
Microsoft Office
Spreadsheet development
Employee training and development
Accomplishments
Research
 Â 
Investigated and analyzed client complaints to identify and resolve issues.
Multitasking
 Â 
Demonstrated proficiencies in telephone, e-mail, fax and front-desk receptio..."
599,1976,"GLOBAL HR MANAGER
Summary
A Global HR Professional with 10+ years' progressive experience across industries and geographies. A unique skillset combination project
management , HR business partnering, and building HR programs aligned with business strategy to drive successful results.
Highlights
Microsoft Word, Excel, Project, Visio, Power Point, 
Â 
SAP, Adobe Acrobat Professional
Experience
Global HR Manager
 
June 2012
 
to 
September 2015
 
Company Name
 
ï¼​ 
City
 
, 
State
Leading US R&D C..."
600,1630,"FINANCE ACCOUNTANT
Summary
Staff Accountant proficient flexible who adapts seamlessly to constantly evolving accounting processes and technology. 
Adept at budget
forecasting, financial reporting and successful at managing multiple projects. Consistently meeting deadlines under pressure. Extensive knowledge
of Accounting 
Software and processes.
Highlights
Accounting operations professional 
Compliance testing knowledge
Managerial aptitude 
Account reconciliation expert
Ethical approach to finan..."
601,434,"SENIOR MARKETING AUTOMATION CONSULTANT
Summary
I am a passionate and technically-skilled marketing automation consultant, committed to building trusted relationships with clients, vendors,
colleagues, and people who dream big. My mission is to empower modern marketers and organizations to achieve success, innovation, and
business value through marketing automation and technology. 
My background includes a unique and diverse mix of experience in both corporate and independent/small business setti..."
